Longitude,Latitude,Depth,Magnitude,Mag. Type,Year,Month,Day,Time
117.446,-8.057,33,4.4,mb,1994,5,16,4:26:51
115.888,-11.054,33,4.1,mb,1994,5,25,20:06:04
114.559,-9.614,33,4.5,mb,1994,6,4,11:00:17
114.77,-10.425,166.1,4.6,mb,1994,6,5,6:50:51
116.775,-10.329,33,4.9,mb,1994,6,22,14:36:11
117.005,-10.422,48.6,5.1,mb,1994,8,2,7:37:52
116.76,-8.557,95.5,4.1,mb,1994,9,23,13:53:20
116.763,-8.297,33,5,mb,1994,10,7,23:26:38
115.871,-9.392,105.9,4.6,mb,1994,10,14,2:38:40
114.896,-8.278,178.2,4.5,mb,1994,10,22,23:21:04
115.733,-8.354,33,3.7,mb,1994,11,6,9:22:35
115.649,-8.467,133.8,5,mb,1994,12,1,3:55:07
116.443,-9.107,33,4,mb,1994,12,5,7:07:08
117.205,-11.551,33,4.2,mb,1994,12,14,22:11:13
116.816,-11.632,33,4.7,mb,1995,1,4,14:19:12
117.111,-9.231,33,4.2,mb,1995,1,7,18:37:28
117.12,-10.764,33,4.9,mb,1995,1,19,9:19:57
116.833,-8.4,33,4.1,mb,1995,1,21,20:07:59
116.272,-11.491,33,4.5,mb,1995,3,5,1:48:31
117.851,-8.15,33,4.6,mb,1995,3,18,20:26:33
116.494,-8.012,231.8,5.8,mw,1995,3,20,8:14:51
115.703,-8.96,101.9,4.8,mb,1995,4,5,5:39:38
117.661,-8.418,33,4.1,mb,1995,4,20,0:23:00
117.73,-8.121,33,4,mb,1995,5,8,4:05:01
116.78,-11.219,33,4,mb,1995,5,16,10:13:57
117.729,-8.091,33,3.9,mb,1995,5,20,15:10:00
115.345,-11.363,33,4,mb,1995,6,7,16:19:27
117.738,-9.428,88.8,4.6,mb,1995,6,17,5:17:18
117.725,-8.202,33,4.2,mb,1995,6,23,14:29:25
116.757,-9.526,33,4.1,mb,1995,6,27,20:05:25
115.776,-8.769,33,4.4,mb,1995,8,1,6:23:18
117.765,-8.292,33,4.2,mb,1995,8,20,17:22:36
117.747,-8.239,33,4.2,mb,1995,8,27,11:51:47
117.078,-10.608,33,3.3,mb,1995,9,1,9:43:10
114.805,-11.569,33,3.9,mb,1995,9,11,6:27:52
115.188,-9.659,33,4,mb,1995,9,15,2:47:44
117.169,-11.639,33,3.4,mb,1995,10,24,20:40:47
114.777,-8.25,53.4,3.7,mb,1995,10,31,13:11:13
117.702,-11.503,33,4,mb,1995,11,23,7:29:45
116.83,-7.56,267.3,4.4,mb,1995,11,25,22:50:10
115.773,-10.531,33,4,mb,1995,11,27,12:10:26
116.614,-8.606,46.7,3.9,mb,1995,11,30,17:45:59
116.901,-8.245,33,4.9,mb,1995,12,1,6:23:11
114.928,-8.13,33,4,mb,1995,12,2,8:52:43
117.645,-7.627,320.4,4.6,mb,1995,12,12,18:38:41
117.82,-8.126,231.4,4.1,mb,1995,12,17,14:50:53
114.8,-11.21,10,3.9,mb,1995,12,24,22:05:40
115.054,-9.896,33,4.2,mb,1995,12,27,1:01:54
115.056,-10.043,33,4.2,mb,1995,12,27,21:27:25
115.652,-9.035,33,4.3,mb,1995,12,29,7:14:57
117.668,-11.467,33,4.4,mb,1996,1,15,0:06:27
117.851,-8.196,10,4.1,mb,1996,1,22,8:22:31
117.41,-7.871,10,3.6,mb,1996,1,25,12:02:45
115.604,-8.587,116.5,4.2,mb,1996,2,3,19:53:55
117.318,-7.646,298.1,4.4,mb,1996,3,22,5:27:52
116.881,-8.645,141.1,4.9,mb,1996,3,29,13:23:40
114.949,-8.012,208.3,3.5,mb,1996,4,7,5:24:16
117.672,-11.456,33,4,mb,1996,4,15,6:56:36
117.188,-9.145,33,4.1,mb,1996,4,16,21:11:13
115.639,-8.262,196.1,4.7,mb,1996,5,4,0:19:05
115.281,-8.063,100,4,mb,1996,5,17,2:38:32
117.684,-9.287,33,4.2,mb,1996,5,17,8:27:34
115.546,-10.145,33,4.3,mb,1996,5,27,3:07:17
117.804,-7.98,33,4.1,mb,1996,5,27,8:04:38
115.782,-8.74,33,4.2,mb,1996,5,28,18:14:02
114.643,-8.012,33,4.1,mb,1996,6,18,9:15:42
114.666,-8.264,33,4.6,mb,1996,6,19,12:07:05
116.558,-8.365,33,4.6,mb,1996,6,25,5:19:09
117.861,-9.923,33,3.6,mb,1996,6,26,1:32:52
114.65,-8.934,100,4.8,mb,1996,7,5,12:00:52
114.675,-8.655,33,5.1,mb,1996,7,20,23:44:34
116.093,-9.516,33,4.4,mb,1996,8,9,4:54:29
117.354,-10.516,33,4.3,mb,1996,8,9,10:17:26
117.631,-11.31,33,4.1,mb,1996,8,22,20:50:08
117.691,-8.224,33,4.3,mb,1996,10,1,3:03:09
117.57,-9.741,33,4.3,mb,1996,10,18,9:49:49
117.301,-7.558,301.8,5.8,mwb,1996,11,2,0:08:50
116.717,-7.862,263,4.4,mb,1996,11,13,16:05:00
115.606,-10.621,56.4,4,mb,1996,12,5,10:06:03
116.894,-11.284,32.1,4.5,mb,1996,12,11,11:04:23
116.519,-8.038,182.3,4.2,mb,1996,12,20,14:54:07
115.482,-11.541,33,4.8,mb,1996,12,31,6:15:53
114.855,-8.291,33,3.8,mb,1997,1,9,13:32:02
114.847,-8.595,76.2,4.8,mb,1997,1,31,18:06:44
116.725,-8.228,33,3.7,mb,1997,2,3,22:20:25
115.135,-7.834,203.9,4.6,mb,1997,2,4,6:10:27
116.514,-10.165,33,4.2,mb,1997,2,14,21:14:44
117.413,-7.782,274.4,5.6,mwc,1997,2,15,12:11:14
117.262,-7.587,401.3,4.1,mb,1997,2,23,10:40:35
117.635,-7.842,33,5.1,mwc,1997,3,3,18:06:38
117.818,-8.154,33,4,mb,1997,3,21,19:14:16
117.845,-8.042,222.4,4.6,mb,1997,4,9,19:06:36
117.728,-9.743,114.8,4.5,mb,1997,7,7,5:01:10
116.825,-11.154,33,4.5,mb,1997,7,17,7:46:11
114.5,-11.104,50,3.8,mb,1997,7,18,5:31:15
116.786,-8.324,33,4.7,mb,1997,7,23,16:18:30
117.776,-11.452,33,3.5,mb,1997,7,24,15:22:08
117.085,-7.569,316.9,4.9,mb,1997,7,26,12:47:35
117.553,-11.278,33,3.7,mb,1997,8,4,5:03:17
117.021,-10.75,33,3.9,mb,1997,8,6,9:11:15
116.398,-11.668,33,4.3,mb,1997,8,26,10:08:10
117.457,-8.598,128.3,4.8,mb,1997,8,30,10:28:54
117.831,-7.516,230.5,4.2,mb,1997,9,18,0:12:32
117.483,-9.475,33,3.8,mb,1997,9,30,12:13:32
117.565,-8.478,165.8,4.1,mb,1997,10,8,16:32:07
117.427,-11.545,33,4.2,mb,1997,10,16,10:06:19
117.017,-8.666,160,5.7,mwc,1997,10,23,1:16:01
116.759,-11.596,33,3.8,mb,1997,10,27,21:54:00
117.876,-8.095,33,4.6,mb,1997,11,6,1:17:28
116.473,-10.199,33,4.2,mb,1997,11,9,0:00:38
115.592,-9.11,33,4,mb,1997,11,9,17:24:55
116.857,-7.682,197.6,4.4,mb,1997,11,11,10:29:07
116.509,-7.986,33,4,mb,1997,11,25,15:46:04
114.606,-8.68,128.1,4,mb,1997,11,28,1:17:13
115.361,-8.934,33,3.9,mb,1997,12,13,1:21:33
117.749,-8.006,33,4.1,mb,1997,12,19,18:23:59
115.859,-8.382,10,3.3,mb,1998,1,4,5:30:33
117.17,-7.653,33,4.4,ml,1998,1,5,6:16:59
117.841,-11.615,40.6,3.8,mb,1998,1,8,11:16:32
116.793,-8.555,195.1,3.7,mb,1998,1,16,8:37:10
116.235,-10.69,33,3.3,mb,1998,1,23,19:18:31
114.937,-8.22,28.7,3.7,mb,1998,1,26,13:57:45
117.071,-9.806,76.5,4.8,mb,1998,3,7,13:14:22
117.1,-10.113,33,3.2,mb,1998,3,9,8:52:58
115.094,-8.81,65.6,3.3,mb,1998,3,11,15:33:47
116.037,-11.55,33,3.4,mb,1998,3,20,15:13:42
115.9,-11.613,33,3.6,mb,1998,3,20,15:59:36
116.001,-10.605,33,3.6,mb,1998,3,22,5:12:35
115.9,-9.05,80,3.1,mb,1998,3,29,13:15:46
117.447,-10.623,33,4.4,mb,1998,4,6,7:20:30
116.806,-11.497,33,4.1,mb,1998,4,18,13:01:42
116.645,-9.792,33,4.1,mb,1998,4,27,22:16:59
117.854,-9.863,100,3.2,mb,1998,4,28,5:36:24
117.287,-7.395,83.7,4.4,mb,1998,5,2,2:35:09
117.624,-10.637,33,3.1,mb,1998,5,8,15:12:45
115.965,-11.224,33,3.5,mb,1998,5,14,16:36:22
117.452,-7.654,130.2,4.6,mb,1998,5,27,11:16:39
117.556,-7.988,235.7,4.8,mb,1998,5,29,20:42:46
117.844,-7.988,33,3.1,mb,1998,6,1,14:31:51
116.474,-10.302,33,3.5,mb,1998,6,9,5:34:29
114.571,-11.196,33,4.2,mb,1998,6,22,19:11:04
117.114,-9.145,112,4.8,mb,1998,6,23,7:39:29
115.954,-8.428,33,3.9,mb,1998,6,29,6:12:13
117.51,-8.758,100,3.9,mb,1998,7,2,22:08:56
117.602,-11.486,33,4.5,mb,1998,7,26,20:56:26
115.152,-8.832,127,4.2,mb,1998,8,3,1:26:39
116.745,-10.941,33,4.4,mb,1998,8,10,4:33:52
117.029,-9.202,55.3,4.4,mb,1998,8,25,8:32:33
117.673,-11.393,33,4,mb,1998,9,24,20:04:07
117.248,-11.61,33,3.1,mb,1998,10,3,18:04:28
115.64,-7.461,284,3.9,mb,1998,10,10,23:01:06
116.954,-9.034,33,4.2,mb,1998,10,12,22:49:17
117.691,-7.849,33,3,mb,1998,10,23,1:22:02
115.605,-8.978,112.1,4.5,mb,1998,10,25,19:22:21
116.881,-8.299,20.5,4.2,mb,1998,10,30,6:28:15
115.636,-9.901,33,3.6,mb,1998,11,4,16:02:32
117.236,-7.626,271.7,4.4,mb,1998,11,23,0:22:36
117.603,-10.546,33,3.4,mb,1998,11,27,4:30:27
115.251,-8.22,24.1,4.4,mb,1998,11,27,19:21:02
115.193,-8.228,10,3.5,ml,1998,11,27,19:39:20
115.195,-8.232,10,3.1,ml,1998,11,27,19:43:40
115.196,-8.228,10,3.4,ml,1998,11,27,19:45:22
117.779,-8.005,33,4.3,mb,1998,12,24,7:17:31
117.822,-10.758,33,4.2,mb,1999,1,1,3:02:30
117.687,-9.341,33,3.3,mb,1999,1,13,4:45:52
115.791,-10.64,33,4.3,mb,1999,1,16,13:05:45
117.374,-7.597,307.7,4.4,mb,1999,1,22,22:43:00
117.237,-11.576,33,4.2,mb,1999,1,31,8:27:05
117.855,-8.241,176.2,4.6,mb,1999,2,4,12:57:24
116.673,-10.439,33,4,mb,1999,2,6,7:57:44
117.297,-9.558,33,4,mb,1999,2,10,14:34:25
117.826,-8.115,33,5.4,mwc,1999,2,20,17:17:08
115.668,-8.173,189.4,4.4,mb,1999,5,14,12:07:28
116.436,-9.408,33,4.2,mb,1999,5,14,18:00:52
114.766,-8.772,120.8,4,mb,1999,5,20,3:52:07
117.81,-9.812,37.1,4.9,mb,1999,5,20,12:16:56
117.238,-8.371,130.5,4.7,mb,1999,5,23,7:43:06
116.382,-7.722,298.2,4.7,mb,1999,8,28,20:29:58
116.229,-9.923,77.8,5.1,mwc,1999,8,31,15:21:59
117.779,-11.559,33,3.8,mb,1999,10,9,8:04:50
116.183,-9.089,108.1,3.9,mb,1999,10,19,14:55:36
117.746,-9.092,111.8,4.7,mb,1999,10,20,16:43:45
115.2,-8.29,27,3.7,ml,1999,10,31,2:23:04
114.877,-11.009,33,3.3,mb,1999,11,1,3:56:45
116.463,-10.471,51.4,4.2,mb,1999,11,4,20:56:43
117.774,-7.929,33,4.9,mb,1999,11,7,13:29:17
115.449,-9.044,92.1,3.7,mb,1999,11,21,15:33:08
117.051,-11.346,33,3.9,mb,1999,11,26,1:10:51
116.07,-9.769,33,4.1,mb,2000,1,4,21:07:28
116.071,-8.293,33,5.4,mwc,2000,1,6,4:31:58
116.998,-11.398,33,5.3,mwc,2000,1,8,6:26:31
116.188,-7.851,252.5,4.3,mb,2000,1,26,1:40:49
116.27,-8.906,80.3,4.9,mb,2000,2,1,12:39:41
117.191,-11.374,33,4.5,mb,2000,4,3,1:08:30
117.297,-7.898,281,4.2,mb,2000,4,8,10:24:32
117.595,-8.477,33,4.6,mb,2000,4,27,3:54:43
117.439,-11.321,45.9,4.6,mb,2000,5,5,4:35:24
116.572,-11.349,33,4.7,mb,2000,6,10,3:58:46
115.983,-9.589,61.2,4.6,mb,2000,6,12,22:25:59
116.974,-7.566,335,4.2,mb,2000,7,7,0:15:36
117.544,-9.49,80.6,4.7,mb,2000,8,19,4:58:55
117.64,-9.5,75.7,4.7,mb,2000,8,25,1:14:09
116.767,-9.524,33,4.1,mb,2000,12,6,13:55:28
117.02,-7.785,344.4,4.3,mb,2001,4,12,1:13:17
117.399,-8.035,233.8,4.6,mb,2001,4,28,13:18:06
117.058,-7.637,300,4.5,mb,2001,5,28,10:30:16
115.951,-8.429,33,4.3,mb,2001,6,1,4:39:55
117.633,-8.543,127.5,5,mb,2001,8,26,3:49:58
117.601,-8.865,148.2,4.4,mb,2001,8,30,20:39:21
115.904,-10.182,33,4.9,mb,2001,9,14,11:15:35
115.042,-11.375,10,5.6,mwc,2001,9,20,2:01:51
115.121,-11.426,33,4.9,mb,2001,9,20,3:48:44
115.061,-11.383,33,4.6,mb,2001,9,23,23:12:45
115.107,-11.383,35.8,4.7,mb,2001,9,30,13:25:24
117.393,-7.516,313,4.9,mb,2001,9,30,19:23:29
116.293,-11.433,36.8,4.9,mb,2001,10,14,15:27:56
117.145,-7.551,294.6,5.2,mwc,2001,10,23,16:22:17
117.837,-8.205,15.4,4.6,mb,2001,11,1,0:47:45
117.14,-10.187,41.3,4.5,mb,2001,12,16,4:06:20
116.35,-9.303,33,4.2,mb,2001,12,24,16:11:14
117.112,-11.422,33,5,mwc,2001,12,28,0:10:28
117.608,-8.354,33,4.6,md,2002,1,16,2:06:35
117.661,-8.329,33,4.7,mb,2002,1,18,2:26:28
116.177,-10.279,59.1,4.3,mb,2002,2,10,6:06:16
117.479,-7.678,300,4.2,mb,2002,2,12,20:48:35
116.879,-8.712,33,4.6,mb,2002,2,24,6:31:08
115.211,-9.518,15,3.8,ml,2002,3,6,3:37:11
117.814,-8.151,33,4.2,mb,2002,3,15,13:48:35
115.851,-9.437,2,3.9,ml,2002,3,27,8:42:02
116.696,-10.609,33,4.1,mb,2002,3,27,17:16:34
115.62,-8.284,2,3,ml,2002,4,4,7:58:59
117.599,-7.793,282.2,4.3,mb,2002,4,11,16:27:31
114.977,-8.84,33,4,ml,2002,4,14,17:00:23
115.847,-8.825,132.4,4.3,mb,2002,5,8,1:42:50
114.521,-9.102,33,4.1,mb,2002,5,28,21:53:04
115.496,-9.329,75.5,4.4,mb,2002,6,10,16:34:27
117.765,-8.097,33,4.7,mb,2002,6,22,10:41:40
116.946,-11.356,33,4.4,mb,2002,7,3,4:41:02
114.919,-9.929,33,4.2,ml,2002,7,13,15:28:09
115.262,-11.337,33,5.1,mwc,2002,7,15,19:16:07
117.4,-10.433,33,4.6,mb,2002,7,22,20:22:51
117.627,-10.157,33,4.1,mb,2002,7,23,3:13:10
117.455,-9.787,51.1,4.5,mb,2002,8,16,2:39:09
117.369,-7.719,293.9,4.4,mb,2002,8,22,4:16:19
115.096,-11.465,33,4.2,mb,2002,9,9,20:26:19
117.786,-8.126,28,4.3,mb,2002,9,12,4:50:00
116.455,-7.672,300,4.4,mb,2002,9,14,4:12:03
114.947,-8.688,111.4,4,mb,2002,9,14,13:27:11
117.27,-9.197,131.1,4.1,mb,2002,9,28,3:23:26
117.549,-11.498,33,4.5,mb,2002,9,29,9:59:46
115.663,-7.526,315.8,6,mwc,2002,10,3,19:05:10
117.875,-11,33,4.5,mb,2002,10,5,4:21:33
115.361,-9.526,15,3.4,ml,2002,10,27,10:01:36
116.825,-8.499,97,4.9,mb,2002,11,11,9:19:35
117.103,-11.524,33,4.1,mb,2002,11,12,23:31:36
117.28,-9.542,59.5,5.1,mwc,2002,11,21,16:56:37
117.26,-11.238,19.2,5.5,mwc,2002,12,1,14:37:23
117.396,-11.256,33,4.5,mb,2002,12,2,23:55:00
117.388,-9.397,51.7,4.2,mb,2002,12,12,15:06:16
117.047,-8.281,33,4.2,mb,2003,1,1,1:13:12
117.385,-8.493,182.9,4.5,md,2003,1,2,2:27:29
117.788,-8.747,41.3,5.5,mwc,2003,1,3,1:34:13
117.078,-7.807,350,3.9,mb,2003,1,6,18:55:58
114.556,-8.962,15,3.6,ml,2003,3,9,12:26:59
117.185,-10.211,33.6,5.6,mwc,2003,3,20,16:33:10
117.05,-10.321,33,5,mwc,2003,3,20,17:15:13
116.656,-9.05,64.2,4.4,mb,2003,3,26,13:31:21
117.237,-8.306,33,4.5,mb,2003,4,6,6:58:20
115.441,-9.031,86.6,4.6,mb,2003,4,14,11:51:18
114.816,-8.671,111.5,4.6,md,2003,4,18,1:18:30
117.501,-9.45,33,4.3,mb,2003,6,1,17:49:20
117.251,-7.482,300,4.4,mb,2003,6,9,0:53:43
117.244,-7.932,33,4.1,mb,2003,7,27,7:36:41
116.808,-7.772,276,4.4,mb,2003,9,2,8:35:25
117.268,-11.628,33,4.1,mb,2003,9,14,11:54:25
117.081,-7.59,300,4,mb,2003,11,19,11:17:37
117.883,-8.123,33,4.4,mb,2003,12,11,22:44:23
115.788,-8.31,44.5,5.8,mwb,2004,1,1,20:59:31
115.886,-7.852,255.2,4.7,mb,2004,1,14,6:25:15
117.851,-8.932,71.3,4.5,mb,2004,2,11,17:17:32
117.6,-9.046,53.5,4,mb,2004,2,11,17:55:22
115.368,-7.804,222.1,4.3,mb,2004,2,19,5:25:46
116.741,-7.569,315.8,4,mb,2004,2,24,19:20:23
115.379,-8.569,104.3,4.6,mb,2004,3,1,23:48:49
115.616,-8.23,9,4.7,mb,2004,3,4,13:40:16
115.206,-8.236,15,3.6,ml,2004,3,20,17:42:26
117.512,-7.575,298.7,3.7,mb,2004,3,28,11:50:03
114.883,-9.699,33,3.9,ml,2004,4,7,4:01:23
115.843,-8.413,21.5,3.6,ml,2004,4,11,22:26:34
114.65,-8.669,95.5,5.5,mwc,2004,4,16,18:32:24
114.633,-8.663,107.4,4.9,mwc,2004,4,26,16:05:45
114.7,-8.598,106.7,4.7,mb,2004,4,26,16:13:19
114.448,-9.033,80.8,5,mb,2004,5,5,2:20:47
117.344,-8.693,49.9,4,mb,2004,5,5,11:16:59
117.324,-7.607,287.8,4.2,mb,2004,5,5,19:51:43
115.236,-9.735,33,3.6,ml,2004,5,9,1:12:54
115.682,-9.656,65.5,4.5,mb,2004,5,11,14:47:18
115.071,-9.606,22.8,3.6,ml,2004,5,22,17:24:33
114.491,-8.175,33,4.3,ml,2004,5,23,13:12:28
117.342,-8.919,108.9,4.4,mb,2004,6,2,18:42:55
114.649,-9.5,75,4.3,mb,2004,7,8,12:31:32
117.451,-8.344,29.6,4.6,mb,2004,8,7,3:25:53
115.492,-8.073,33,3.3,ml,2004,8,17,15:55:53
116.885,-9.612,64,3.9,mb,2004,8,18,23:08:57
117.632,-9.294,95.9,4.8,mb,2004,8,19,6:03:52
116.996,-9.466,93.8,4.1,mb,2004,8,19,19:00:26
116.838,-9.159,119.1,4,mb,2004,8,20,4:08:48
117.273,-7.585,306.2,4.1,mb,2004,8,26,14:46:46
115.639,-8.588,33,4.1,ml,2004,8,31,0:06:19
115.357,-8.773,98.4,5.4,mwc,2004,9,15,8:35:10
117.39,-10.205,89.1,3.7,mb,2004,9,24,14:48:36
116.726,-11.044,21.3,4.1,mb,2004,9,30,8:43:30
116.742,-8.018,374.5,4.1,mb,2004,10,6,16:33:46
117.583,-8.126,86.6,4,mb,2004,11,6,15:09:43
115.863,-10.55,42.9,4.5,mb,2004,11,7,12:42:57
116.223,-10.31,10,4.4,mb,2004,12,5,21:50:52
117.352,-9.658,83.2,3.9,mb,2005,1,7,23:39:10
116.382,-8.942,117.3,4.8,mb,2005,2,2,14:00:49
116.456,-8.412,15,4.3,mb,2005,2,6,14:27:54
115.74,-8.866,30,4.3,mb,2005,2,9,1:15:38
114.774,-8.688,37.4,4.3,mb,2005,2,15,14:00:04
115.647,-8.44,10,4.4,mb,2005,3,1,1:46:09
115.262,-9.616,30,4.2,mb,2005,3,2,1:49:10
115.236,-9.895,48.6,4.5,mb,2005,3,5,21:22:47
115.675,-9.104,87.4,4.4,mb,2005,3,11,5:09:57
117.575,-7.911,28,4.8,mwc,2005,3,16,7:40:03
116.099,-8.875,228.8,3.9,mb,2005,3,19,10:40:10
116.802,-8.671,167.1,4.4,mb,2005,4,3,20:01:04
115.292,-9.519,33,3.8,ml,2005,4,4,1:02:18
114.455,-11.407,10,4,mb,2005,4,12,15:48:55
117.798,-11.529,40,4.4,mb,2005,4,23,5:47:37
115.205,-10.537,26.5,5,mb,2005,4,25,8:08:05
117.329,-8.143,10,4,mb,2005,5,10,20:50:02
117.56,-8.356,26.6,5.1,mwc,2005,5,16,3:27:51
117.512,-8.315,41.7,5.3,mwb,2005,5,16,23:12:02
117.748,-7.948,20,4.1,mb,2005,5,17,1:12:08
117.636,-8.384,33.5,4.8,mwc,2005,5,17,7:16:35
115.04,-10.653,30,4.5,mb,2005,5,18,18:07:49
115.25,-10.484,43.8,4,mb,2005,5,22,14:33:01
117.611,-8.271,10,4.3,mb,2005,5,23,15:45:07
116.655,-10.181,45.4,4.7,mb,2005,6,20,1:52:32
116.491,-10.176,42.8,4.7,mb,2005,7,17,4:20:40
117.271,-8.178,187.2,5.3,mwc,2005,8,13,3:10:06
116.209,-9.483,45.4,4.8,mb,2005,9,11,12:48:50
116.097,-9.563,30,4.6,mb,2005,9,12,13:34:51
117.684,-9.398,25,4.7,mb,2005,9,18,22:13:38
116.415,-8.245,15,4.5,mb,2005,10,2,17:02:46
117.2,-9.527,3,4.5,mb,2005,10,13,7:44:42
117.361,-9.36,25,5.3,mwc,2005,10,20,23:15:57
117.476,-9.379,110.3,4.2,mb,2005,10,21,14:17:39
117.668,-8.229,22.2,4.7,mb,2005,11,9,17:09:00
117.376,-11.27,40,4.9,mb,2005,11,13,6:37:00
115.512,-8.712,10,4.1,mb,2005,11,25,0:10:54
115.844,-7.807,262.7,4.1,mb,2005,11,26,2:38:24
116.639,-7.432,362.3,4.2,mb,2005,12,3,10:06:04
117.73,-8.826,211.1,4.6,mb,2005,12,6,6:41:27
117.663,-11.243,39,4.5,mb,2005,12,29,5:36:49
117.208,-9.516,36.7,4.5,mb,2006,2,11,8:48:09
117.569,-9.966,33.8,4.7,mb,2006,2,15,0:48:51
117.335,-10.075,40,4.5,mb,2006,2,15,1:17:03
115.776,-8.528,10,3.7,mb,2006,2,18,10:20:24
116.368,-8.056,219.5,3.9,mb,2006,3,4,10:28:15
116.821,-8.895,150,4.1,mb,2006,3,9,5:39:13
117.114,-7.941,276,4.1,mb,2006,3,19,10:33:04
117.456,-11.309,51,4.4,mb,2006,4,5,3:19:42
116.746,-9.9,35,3.9,mb,2006,4,11,1:02:41
116.538,-11.205,35,4.2,mb,2006,4,23,22:10:43
116.176,-8.899,37.4,4.2,mb,2006,4,26,8:35:46
114.652,-10.058,25,4.2,mb,2006,5,2,8:33:02
115.38,-10.529,32.5,4.9,mb,2006,5,6,8:08:45
115.316,-10.557,32.3,4.6,mb,2006,5,6,8:22:01
114.591,-10.995,30,3.7,mb,2006,5,7,1:24:35
117.615,-7.607,377.1,4.1,mb,2006,5,11,21:16:00
116.024,-11.243,10,4.8,mwc,2006,5,11,22:58:12
116.008,-11.225,31.8,4.7,mb,2006,5,11,23:20:50
115.981,-11.227,25,4.7,mwc,2006,5,11,23:23:03
116.105,-11.151,35,4.4,mb,2006,5,11,23:25:49
116.161,-11.228,35,4,mb,2006,5,11,23:56:16
116.032,-11.215,35,4.1,mb,2006,5,12,0:11:04
116.01,-11.258,25.1,4.3,mb,2006,5,12,1:12:32
116.005,-11.259,10,4.8,mb,2006,5,12,1:58:47
116.053,-11.247,24.9,4.2,mb,2006,5,13,2:18:25
116.009,-11.241,33.7,4.9,mb,2006,5,14,1:20:06
115.462,-10.461,35.4,4.2,mb,2006,5,14,21:12:08
115.719,-7.666,332.5,3.2,mb,2006,5,19,23:35:41
117.057,-11.239,52.9,5,mb,2006,5,20,18:42:46
116.329,-8.991,16.3,4.1,mb,2006,6,23,6:56:58
117.17,-7.808,348.5,4.1,mb,2006,6,24,13:04:35
114.746,-9.642,40,4,mb,2006,6,25,16:36:52
115.546,-10.92,20,4.6,mb,2006,7,5,18:26:44
117.076,-8.242,47.6,4.4,mb,2006,7,7,16:41:34
116.235,-9.585,35,4,mb,2006,7,14,11:18:40
115.438,-7.464,317.2,4.4,mb,2006,7,18,8:49:05
116.85,-11.167,15,5.9,mwc,2006,8,2,14:45:04
116.672,-8.887,10,4.3,mb,2006,8,18,15:00:25
116.96,-11.427,35,4.6,mb,2006,11,8,11:16:59
115.06,-8.83,80,4.5,mb,2006,11,9,7:07:36
117.535,-7.66,340.7,4.2,mb,2006,11,10,22:18:15
115.13,-10.943,30,4.1,mb,2006,11,12,7:38:10
117.824,-8.935,153.8,4.7,mb,2006,11,29,12:12:46
117.589,-11.19,43.1,4.3,mb,2006,11,30,17:39:47
117.518,-7.649,310.2,4.6,mb,2006,12,3,8:17:00
114.411,-8.615,35,4.3,mb,2006,12,16,0:10:57
115.849,-7.807,249.5,4.2,mb,2006,12,25,18:24:36
117.032,-9.468,35,4.3,mb,2007,1,27,23:22:09
117.356,-7.629,346.4,3.9,mb,2007,2,24,18:05:31
114.564,-8.57,57.3,4,mb,2007,3,8,2:47:09
116.76,-8.616,10,4.3,mb,2007,3,12,6:36:57
117.863,-8.128,10,5.6,mwc,2007,3,13,9:05:43
117.87,-8.138,3.3,4.8,mb,2007,3,13,9:41:57
117.805,-10.305,66,4.3,mb,2007,3,20,1:15:31
115.684,-8.232,35,3.8,mb,2007,4,19,15:30:46
117.363,-8.468,35,4.3,mb,2007,5,14,23:07:13
117.779,-9.366,57.9,5,mwc,2007,5,26,6:07:23
116.756,-11.026,10,4.7,mb,2007,6,22,10:43:01
117.491,-8.16,200.7,4.7,mb,2007,6,28,15:50:45
115.062,-11.042,41.2,4.7,mb,2007,7,7,15:51:25
116.232,-9.569,35,3.6,mb,2007,7,26,0:28:52
117.077,-10.165,35,3.1,mb,2007,7,29,17:43:27
114.867,-8.903,37.9,3.8,ml,2007,8,25,12:50:52
117.654,-10.33,87,4.5,mb,2007,9,8,2:01:52
115.433,-9.321,35,4.4,mb,2007,9,15,15:56:58
117.006,-10.378,35,5.7,mwc,2007,9,20,9:29:18
116.811,-8.285,10,5.7,mwb,2007,10,4,14:28:35
117.294,-10.166,84.6,4.6,mb,2007,10,8,9:23:20
115.803,-8.143,193.9,4.2,mb,2007,10,8,22:02:02
114.568,-9.015,35,4.2,mb,2007,10,16,8:22:08
117.414,-9.345,66.4,4.7,mb,2007,11,6,10:56:58
117.14,-10.844,78.8,4.1,mb,2007,11,6,21:13:08
116.779,-8.766,156.8,3.8,mb,2007,11,15,2:33:50
117.547,-7.618,301.5,3.4,mb,2007,11,17,11:32:25
117.576,-9.861,35,3,mb,2007,11,23,10:05:37
114.563,-8.287,10,4.1,mb,2007,11,28,12:40:38
116.795,-8.235,35,4.4,mb,2007,12,9,23:26:25
117.107,-9.648,19.3,3.4,mb,2007,12,21,23:54:14
116.726,-7.829,276.7,3.9,mb,2007,12,26,21:21:40
116.578,-7.867,288,3.8,mb,2007,12,28,2:17:36
115.778,-9.046,77,4,mb,2007,12,31,2:31:59
114.399,-9.138,35.6,4.9,mb,2007,12,31,9:36:05
117.708,-8.37,177.7,4.4,mb,2008,1,1,18:42:34
